Bil,Peringkat Sekolah,PPD,Kod Sekolah,NamaSekolah,AlamatSurat,PoskodSurat,BandarSurat,Negeri,NoTelefon,NoFax,CountOfKPUtama,TOTAL_STUDENT,RATIO_STUDENT_RATIO,Lat,Lng
1350,Rendah,PPD GOMBAK,BBA7217,SK LEMBAH KERAMAT,"JLN AU 5C/6, LEMBAH KERAMAT",54200,KUALA LUMPUR,SELANGOR,0341082520,0341072521,78,1292,16.56410256,3.2034863,101.7572315
1351,Rendah,PPD GOMBAK,BBA7219,SK SELAYANG JAYA,"JALAN SJ 24, TAMAN SELAYANG JAYA",68100,BATU CAVES,SELANGOR,0361385270,0361369782,56,639,11.41071429,3.2362943,101.6493999
1352,Rendah,PPD GOMBAK,BBA7220,SK BANDAR BARU SELAYANG,BANDAR BARU SELAYANG,68100,BATU CAVES,SELANGOR,0361381802,0361366937,44,696,15.81818182,3.2539014,101.6464673
1353,Rendah,PPD GOMBAK,BBA7221,SK TAMAN SELASIH,TAMAN SELASIH FASA 2,68100,BATU CAVES,SELANGOR,0361880307,0361880307,79,1389,17.58227848,3.236516,101.6816512
1354,Rendah,PPD GOMBAK,BBA7222,SK TAMAN PERMATA,"JALAN PERMATA 9,TAMAN PERMATA, HULU KELANG",53300,KUALA LUMPUR,SELANGOR,0341077259,0341087275,55,653,11.87272727,0,0
1355,Rendah,PPD GOMBAK,BBA7224,SK TAMAN MELAWATI 2,TAMAN MELAWATI,53100,KUALA  LUMPUR,SELANGOR,0341086619,0341062591,124,1887,15.21774194,3.2127099,101.7524299
1356,Rendah,PPD GOMBAK,BBA7225,SK SELAYANG UTAMA,"JALAN SU40, TAMAN SELAYANG UTAMA",68100,BATU CAVES,SELANGOR,0361364020,0361202384,42,716,17.04761905,3.237264,101.6426819
1357,Rendah,PPD GOMBAK,BBA7226,SK SUNGAI KERTAS,JALAN SUNGAI TUA,68100,BATU CAVES,SELANGOR,0361851767,0361888441,52,822,15.80769231,3.2522731,101.6753641
1358,Rendah,PPD GOMBAK,BBA7227,SK TAMAN SAMUDRA,"JALAN SAMUDRA BARAT 4, TAMAN SAMUDRA",68100,BATU CAVES,SELANGOR,0361866649,0361866649,45,647,14.37777778,3.233091,101.6977838
1359,Rendah,PPD GOMBAK,BBA7228,SK SUNGAI PUSU,"KM.11, JALAN GOMBAK",53100,GOMBAK,SELANGOR,0361862639,0361862639,78,1279,16.3974359,3.1967816,101.7060075
1360,Rendah,PPD GOMBAK,BBA7229,SK TAMAN SETIA,"JALAN AKIK, TAMAN SETIA",53100,KUALA LUMPUR,SELANGOR,0361884104,0361884107,46,682,14.82608696,3.139003,101.686855
1361,Rendah,PPD GOMBAK,BBA7230,SK TAMAN DESA,BANDAR COUNTRY HOMES,48000,RAWANG,SELANGOR,0360937562,0360914582,105,1964,18.7047619,3.328037,101.5312471
1362,Rendah,PPD GOMBAK,BBA7231,SK BUKIT RAWANG JAYA,"JALAN BUKIT RAWANG, TAMAN BUKIT RAWANG JAYA",48000,RAWANG,SELANGOR,0360935044,0360935043,61,823,13.49180328,3.335025,101.582286
1363,Rendah,PPD GOMBAK,BBA7232,SK TAMAN BUKIT INDAH,TAMAN BUKIT INDAH,68000,AMPANG,SELANGOR,0342808317,0342808325,101,1741,17.23762376,3.153699,101.7748958
1364,Rendah,PPD GOMBAK,BBA7233,SK BUKIT RAHMAN PUTRA,BUKIT RAHMAN PUTRA,47000,SUNGAI BULOH,SELANGOR,0361562454,0361562187,95,1465,15.42105263,3.2080441,101.5628635
1365,Rendah,PPD GOMBAK,BBA7234,SK SERI KUNDANG,KG MELAYU SERI KUNDANG,48020,RAWANG,SELANGOR,0360344816,0360344815,100,1682,16.82,3.2563732,101.5216532
1366,Rendah,PPD GOMBAK,BBA7235,SK TAMAN SERI GOMBAK 2,JALAN SG 1/1 TAMAN SERI GOMBAK,68100,BATU CAVES,SELANGOR,0361858566,0361872544,120,1940,16.16666667,3.2448703,101.6993009
1367,Rendah,PPD GOMBAK,BBA7236,SK TAMAN DESA 2,BANDAR COUNTRY HOMES,48000,RAWANG,SELANGOR,0360917918,0360927301,103,1590,15.4368932,3.329657,101.528307
1368,Rendah,PPD GOMBAK,BBA7237,SK BANDAR BARU RAWANG,PERSIARAN PELANGI,48000,RAWANG,SELANGOR,0360915707,0360915707,49,657,13.40816327,3.2954568,101.5564799
1369,Rendah,PPD GOMBAK,BBA7238,SK BANDAR TASIK PUTERI,BANDAR TASIK PUTERI,48000,RAWANG,SELANGOR,0360342978,0360344059,143,2423,16.94405594,3.3605216,101.5361726
1370,Rendah,PPD GOMBAK,BBA7239,SK DESA AMANPURI,"PERSIARAN PERDANA , KEPONG",52100,KUALA LUMPUR,SELANGOR,0362804744,0362804744,36,430,11.94444444,3.2120792,101.6142419
1371,Rendah,PPD GOMBAK,BBA7240,SK TAMAN PRIMA SELAYANG,"OFF JALAN MELATI 7, TAMAN SRI MELATI",68100,BATU CAVES,SELANGOR,0361389329,0361375095,37,485,13.10810811,3.2424789,101.6555116
1372,Rendah,PPD GOMBAK,BBA7241,SK BANDAR BARU SELAYANG (2),"PERSIARAN 2, FASA 1C, BANDAR BARU SELAYANG",68100,BATU CAVES,SELANGOR,0361374800,0361379700,41,717,17.48780488,3.263739,101.6538245
1373,Rendah,PPD GOMBAK,BBA7242,SK TASIK PUTERI 2,BANDAR TASIK PUTERI,48000,RAWANG,SELANGOR,0360342595,0360342726,97,1729,17.82474227,3.3605216,101.5361726
1374,Rendah,PPD GOMBAK,BBA7243,SK TAMAN TUN TEJA,"JALAN SEKOLAH TUN TEJA, BATU 16",48000,RAWANG,SELANGOR,0360918710,0360918714,106,1833,17.29245283,0,0
1375,Rendah,PPD PETALING UTAMA,BBA8101,SK TAMAN DATO HARUN (2),"KM12, TAMAN DATO' HARUN, JALAN KLANG LAMA",46000,PETALING JAYA,SELANGOR,0377815626,0377855626,55,870,15.81818182,0,0
1376,Rendah,PPD PETALING UTAMA,BBA8102,SK KELANA JAYA (2),JLN SS 5/2,47301,PETALING JAYA,SELANGOR,0378768258,0378768258,24,237,9.875,3.1048421,101.6070577
1377,Rendah,PPD PETALING UTAMA,BBA8103,SK DAMANSARA JAYA (2),JALAN SS 22/48,47400,PETALING JAYA,SELANGOR,0377285420,0377285420,20,99,4.95,3.1252727,101.6167089
1378,Rendah,PPD PETALING PERDANA,BBA8104,SK SS 19 SUBANG JAYA,"JLN SS 19/6, SUBANG JAYA",47500,SUBANG JAYA,SELANGOR,0356335487,0356377969,37,284,7.675675676,3.0763716,101.5768157
1379,Rendah,PPD PETALING PERDANA,BBA8105,SK SEKSYEN 24,JALAN PETOLA 24/8 SEKSYEN 24,40300,SHAH ALAM,SELANGOR,0355418623,0355482017,88,1477,16.78409091,3.041494,101.5152929
1380,Rendah,PPD PETALING UTAMA,BBA8106,SK TAMAN MEGAH,JALAN SS 26/2,47301,PETALING JAYA,SELANGOR,0378034727,0378042823,53,976,18.41509434,3.1150695,101.6051532
1381,Rendah,PPD PETALING UTAMA,BBA8201,SK PETALING JAYA,"LORONG MASJID I (3/69-I),",46000,PETALING JAYA,SELANGOR,0377828051,0377830051,43,635,14.76744186,0,0
1382,Rendah,PPD PETALING PERDANA,BBA8202,SK SUBANG,JALAN MERBAU KG. MELAYU SUBANG,40150,SHAH ALAM,SELANGOR,0378464845,0378474624,134,2120,15.82089552,3.135782,101.5413052
1383,Rendah,PPD PETALING PERDANA,BBA8203,SK PADANG JAWA,"JALAN PADANG JAWA,PADANG JAWA",40200,SHAH ALAM,SELANGOR,0355196078,0355106044,76,1196,15.73684211,3.0507098,101.4801358
1384,Rendah,PPD PETALING PERDANA,BBA8204,SK PUCHONG,JALAN MASJID BATU 14,47100,PUCHONG,SELANGOR,0380611885,0380611885,56,663,11.83928571,3.0327152,101.618802
1385,Rendah,PPD PETALING PERDANA,BBA8205,SK SERDANG,P.POS U.P.M SERDANG,43400,SERDANG,SELANGOR,0389486582,0389486582,71,991,13.95774648,2.9891684,101.7125228
1386,Rendah,PPD PETALING UTAMA,BBA8206,SK BUKIT LANJAN,BANDAR DAMANSARA PERDANA,47820,PETALING JAYA,SELANGOR,0377102055,0377102066,23,149,6.47826087,3.1694233,101.6086725
1387,Rendah,PPD GOMBAK,BBA8207,SK MERBAU SEMPAK,MERBAU SEMPAK,40160,SHAH ALAM,SELANGOR,0360383050,0360383896,92,1431,15.55434783,3.203899,101.5455498
1388,Rendah,PPD PETALING UTAMA,BBA8208,SK DAMANSARA UTAMA,JALAN SS 21/50,47400,PETALING JAYA,SELANGOR,0377282080,0377279942,43,579,13.46511628,3.1397535,101.6221728
1389,Rendah,PPD PETALING UTAMA,BBA8209,SK SRI DAMAI,"JALAN 17/13, SEKSYEN17",46400,PETALING JAYA,SELANGOR,0379568543,0379568543,30,226,7.533333333,3.122178,101.633822
1390,Rendah,PPD PETALING UTAMA,BBA8210,SK TAMAN DATO' HARUN (SATU),"KM. 12, JALAN KLANG LAMA,",46000,PETALING JAYA,SELANGOR,0377824690,0377829719,54,894,16.55555556,3.0778712,101.6359993
1391,Rendah,PPD PETALING UTAMA,BBA8211,SK KELANA JAYA (1),"JALAN SS5/2, KELANA JAYA ,",47301,PETALING JAYA,SELANGOR,0378752379,0378771067,37,530,14.32432432,0,0
1392,Rendah,PPD PETALING PERDANA,BBA8212,SK SUBANG JAYA,JLN SS 14/5,47500,SUBANG JAYA,SELANGOR,0356339234,0356339235,59,893,15.13559322,3.0721595,101.5894383
1393,Rendah,PPD PETALING PERDANA,BBA8213,SK RAJA MUDA (INTEG),SEKSYEN 4,40000,SHAH ALAM,SELANGOR,0355195148,0355198726,101,1521,15.05940594,3.078375,101.5124198
1394,Rendah,PPD PETALING UTAMA,BBA8214,SK TAMAN SEA,JALAN SS 2/95,47300,PETALING JAYA,SELANGOR,0378744527,0378778528,24,234,9.75,3.1242868,101.6243388
1395,Rendah,PPD PETALING UTAMA,BBA8215,SK DAMANSARA JAYA (1),"JALAN SS 22/48, DAMANSARA JAYA",47400,PETALING JAYA,SELANGOR,0377288770,0377288770,30,205,6.833333333,0,0
1396,Rendah,PPD PETALING PERDANA,BBA8216,SK SEKSYEN ENAM,JALAN BELIBIS 6/5 SEKSYEN 6,40000,SHAH ALAM,SELANGOR,0355101123,0355198480,51,701,13.74509804,3.0855705,101.5109412
1397,Rendah,PPD PETALING PERDANA,BBA8217,SK SRI SUBANG JAYA,JALAN SS 14/8,47500,SUBANG JAYA,SELANGOR,0356336734,0356218500,33,403,12.21212121,3.0720115,101.5893178
1398,Rendah,PPD PETALING PERDANA,BBA8218,SK SRI SERDANG,TAMAN SRI SERDANG,43300,SERI KEMBANGAN,SELANGOR,0389486413,0389486413,75,1293,17.24,3.0134492,101.7174604
1399,Rendah,PPD PETALING PERDANA,BBA8219,SK SEKSYEN 17 SHAH ALAM,"JALAN JELAWAT 17/1, SEKSYEN 17",40200,SHAH ALAM,SELANGOR,0355198380,0355483370,69,1112,16.11594203,3.0449348,101.5027644
1400,Rendah,PPD PETALING UTAMA,BBA8220,SK TAMAN MEDAN,"KM. 12, JALAN KLANG LAMA",46000,PETALING JAYA,SELANGOR,0377827833,0377810750,122,1997,16.36885246,3.0848216,101.6267332
1401,Rendah,PPD PETALING UTAMA,BBA8221,SK SRI KELANA,JALAN SS 5B/3 PETALING JAYA,47301,PETALING JAYA,SELANGOR,0378768604,0378770943,66,676,10.24242424,3.1136631,101.5999816
1402,Rendah,PPD PETALING PERDANA,BBA8222,SK SEKSYEN 19,"JALAN PETANI,19/1",40300,SHAH ALAM,SELANGOR,0355415611,0355487361,84,1406,16.73809524,3.0520512,101.5284528
1403,Rendah,PPD PETALING PERDANA,BBA8223,SK HICOM,"JALAN KAJANG 27/10, SEKSYEN 27",40400,SHAH ALAM,SELANGOR,0351915175,0351915175,86,1263,14.68604651,3.0258291,101.5677926
1404,Rendah,PPD PETALING PERDANA,BBA8224,SK SEKSYEN 18,JALAN CUCUR 18/13 SHAH ALAM,40200,SHAH ALAM,SELANGOR,0355422512,0355422512,61,966,15.83606557,3.0564294,101.5145099
1405,Rendah,PPD PETALING PERDANA,BBA8225,SK SEKSYEN 20,JALAN RAMA-RAMA 20/2,40300,SHAH ALAM,SELANGOR,0355431675,0355431679,125,2012,16.096,3.0546592,101.5416741
1406,Rendah,PPD GOMBAK,BBA8226,SK BANDAR BARU SUNGAI BULOH,BANDAR BARU SUNGAI BULOH,47000,SUNGAI BULOH,SELANGOR,0361568482,0361403855,105,1773,16.88571429,3.211588,101.5696559
1407,Rendah,PPD PETALING PERDANA,BBA8227,SK SEAFIELD,JALAN USJ 6/3,47610,SUBANG JAYA,SELANGOR,0380243660,0380230581,50,725,14.5,3.0557058,101.5877512
1408,Rendah,PPD PETALING PERDANA,BBA8228,SK TAMAN UNIVERSITI,JALAN INDAH 1 TAMAN UNIVERSITI INDAH,43300,SERI KEMBANGAN,SELANGOR,0389431575,0389427597,105,1945,18.52380952,3.008818,101.689415
1409,Rendah,PPD PETALING PERDANA,BBA8229,SK PUCHONG JAYA,"JALAN MERAK, BANDAR PUCHONG JAYA",47170,PUCHONG,SELANGOR,0380757734,0380757734,35,544,15.54285714,3.0552163,101.6232579
1410,Rendah,PPD PETALING PERDANA,BBA8230,SK TAMAN ALAM MEGAH,"PERSIARAN  HULU LANGAT, SEKSYEN 28",40400,SHAH ALAM,SELANGOR,0351910745,0351923295,70,1255,17.92857143,3.00643,101.56573
1411,Rendah,PPD PETALING PERDANA,BBA8231,SK TAMAN SRI MUDA 2,"JALAN CERMAT 25/36, TAMAN SRI MUDA",40400,SHAH ALAM,SELANGOR,0351218522,0351218523,62,1031,16.62903226,3.03173,101.534841
1412,Rendah,PPD PETALING PERDANA,BBA8232,SK PERDANA JAYA SS19,JALAN SS 19/1,47500,SUBANG JAYA,SELANGOR,0356365106,0356214303,33,368,11.15151515,3.0786542,101.5763584
1413,Rendah,PPD PETALING PERDANA,BBA8233,SK TUDM SUBANG,"JALAN BENDAHARA, PANGKALAN UDARA SUBANG",40150,SHAH ALAM,SELANGOR,0378473160,0378472035,74,1011,13.66216216,3.135782,101.5413052
1414,Rendah,PPD PETALING PERDANA,BBA8234,SK BANDAR SUNWAY,JALAN PJS 7/15,46150,PETALING JAYA,SELANGOR,0356369260,0356357134,71,927,13.05633803,3.0687907,101.6166984
1415,Rendah,PPD PETALING PERDANA,BBA8235,SK PUCHONG PERDANA,"JALAN PERDANA 4/2, TAMAN PUCHONG PERDANA",47150,PUCHONG,SELANGOR,0380618001,0380619550,125,2281,18.248,0,0
1416,Rendah,PPD PETALING UTAMA,BBA8236,SEKOLAH KEBANGSAAN SEKSYEN 7 KOTA DAMANSARA,"SEKSYEN 7, KOTA DAMANSARA",47810,PETALING JAYA,SELANGOR,0361571273,0361576901,68,1132,16.64705882,3.171135,101.5751941
1417,Rendah,PPD PETALING PERDANA,BBA8237,SK SERI SELANGOR,"JALAN USJ 4/2,  UEP SUBANG JAYA",47600,SUBANG JAYA,SELANGOR,0356319100,0356360240,65,1015,15.61538462,0,0
1418,Rendah,PPD PETALING PERDANA,BBA8238,SK BANDAR ANGGERIK,"JALAN NURI 6/1, SEKSYEN 6",40000,SHAH ALAM,SELANGOR,0355125482,0355119015,57,956,16.77192982,3.0833769,101.5072241
1419,Rendah,PPD PETALING PERDANA,BBA8239,SK BUKIT KUCHAI,"JALAN 17, TAMAN BUKIT KUCHAI",47100,PUCHONG,SELANGOR,0380763780,0380763780,41,518,12.63414634,3.05735,101.6374039
1420,Rendah,PPD PETALING PERDANA,BBA8240,SK TAMAN TUN DR ISMAIL JAYA,JALAN TUDM SUBANG,40150,SHAH ALAM,SELANGOR,0378468835,0378469712,83,1464,17.63855422,3.1330928,101.5444102
1421,Rendah,PPD PETALING UTAMA,BBA8241,SK BANDAR BARU SRI DAMANSARA,PERSIARAN MAHOGANI,52200,KEPONG,SELANGOR,0362744135,0362744135,36,386,10.72222222,0,0
1422,Rendah,PPD PETALING PERDANA,BBA8242,SK ALAM MEGAH DUA,"PERSIARAN KUALA LANGAT, SEKSYEN 27,",40400,SHAH ALAM,SELANGOR,0351926879,0351911671,52,978,18.80769231,3.0159738,101.5689504
1423,Rendah,PPD PETALING PERDANA,BBA8243,SK SEAFIELD 3,PERSIARAN KEWAJIPAN USJ 8/2A,47610,SUBANG JAYA,SELANGOR,0356387437,0356377437,58,941,16.22413793,3.0518488,101.5901833
1424,Rendah,PPD PETALING UTAMA,BBA8244,SK BANDAR UTAMA DAMANSARA,"LEBUH BANDAR UTAMA ,BANDAR UTAMA",47800,PETALING JAYA,SELANGOR,0377277526,0377221466,22,199,9.045454545,3.1365664,101.608346
1425,Rendah,PPD PETALING PERDANA,BBA8245,SK PENDIDIKAN KHAS SELANGOR,JLN PINANG RAJA 18/2  SEKSYEN 18,40200,SHAH ALAM,SELANGOR,0355420620,0355420621,42,110,2.619047619,3.0475626,101.5161569
1426,Rendah,PPD PETALING PERDANA,BBA8246,"SK SEKSYEN 9, SHAH ALAM",JLN. TENGKU AMPUAN RAHIMAH 9/20,40100,SHAH ALAM,SELANGOR,0355129941,0355132375,74,1163,15.71621622,3.0871921,101.5230687
1427,Rendah,PPD PETALING PERDANA,BBA8247,SK USJ 2,JALAN USJ 2/3,47600,SUBANG JAYA,SELANGOR,0356389741,0356310300,53,498,9.396226415,3.0627951,101.5858253
1428,Rendah,PPD PETALING UTAMA,BBA8248,SK BANDAR UTAMA DAMANSARA 2,"NO. 2 PINTASAN BANDAR UTAMA, BANDAR UTAMA DAMANSARA",47800,PETALING JAYA,SELANGOR,0377223126,0377223129,42,557,13.26190476,0,0
1429,Rendah,PPD PETALING PERDANA,BBA8249,SK PUCHONG UTAMA,JLN PU 12/1 TMN.PUCHONG UTAMA,47100,PUCHONG,SELANGOR,0380619240,0380682496,126,1753,13.91269841,2.9840592,101.613786
1430,Rendah,PPD PETALING UTAMA,BBA8250,SK SEKSYEN 6 KOTA DAMANSARA,JALAN CECAWI 6/26,47810,PETALING,SELANGOR,0361566424,0361571325,83,1430,17.22891566,3.1569958,101.5759178
1431,Rendah,PPD PETALING PERDANA,BBA8251,SK USJ 20,JALAN USJ 20/6E UEP,47630,SUBANG JAYA,SELANGOR,0380231860,0380235542,57,1085,19.03508772,3.0336898,101.5892799
1432,Rendah,PPD PETALING PERDANA,BBA8252,SK USJ 12,"JALAN USJ 12/1 ,UEP SUBANG JAYA",47630,SUBANG JAYA,SELANGOR,0356370081,0356370203,66,1061,16.07575758,0,0
1433,Rendah,PPD PETALING UTAMA,BBA8253,SK BANDAR BARU SRI DAMANSARA 2,"JALAN CEMPAKA SD 12/2,BDR SRI DAMANSARA",52200,KUALA LUMPUR,SELANGOR,0362720144,0362772539,44,601,13.65909091,3.139003,101.686855
1434,Rendah,PPD PETALING PERDANA,BBA8254,SK PUCHONG UTAMA 2,"JALAN PU9/5,TAMAN PUCHONG UTAMA",47100,PUCHONG,SELANGOR,0380608849,0380684307,108,1912,17.7037037,2.995104,101.6185529
1435,Rendah,PPD PETALING PERDANA,BBA8255,SK SEKSYEN 1 BANDAR KINRARA,"JALAN BK 2/10, BANDAR KINRARA",47100,PUCHONG,SELANGOR,0380768176,0380768176,98,1831,18.68367347,0,0
1436,Rendah,PPD PETALING PERDANA,BBA8256,SK SEKSYEN 13,JALAN BOLA SEPAK 13/11 SEKSYEN 13,40100,SHAH ALAM,SELANGOR,0355138272,0355138261,60,924,15.4,3.0826834,101.539244
1437,Rendah,PPD PETALING PERDANA,BBA8257,SK PUCHONG INDAH,"JALAN INDAH 2/1, PUCHONG INDAH",47100,PUCHONG,SELANGOR,0380682745,0380685603,132,2437,18.46212121,0,0
1438,Rendah,PPD PETALING PERDANA,BBA8258,SK PUSAT BANDAR PUCHONG (1),JALAN WAWASAN 2/23 PUSAT BANDAR PUCHONG,47160,PUCHONG,SELANGOR,0358821094,0358821094,46,617,13.41304348,3.0395862,101.6168439
1439,Rendah,PPD PETALING UTAMA,BBA8259,SK BANDAR SRI DAMANSARA 3,JALAN ARA SD 7/3,52200,KUALA LUMPUR,SELANGOR,0362732902,0362732902,34,526,15.47058824,3.1856706,101.6175355
1440,Rendah,PPD PETALING UTAMA,BBA8260,SK BANDAR UTAMA DAMANSARA (4),"BANDAR UTAMA DAMANSARA (4), DATARAN BANDAR UTAMA",47800,PETALING JAYA,SELANGOR,0377289730,0377289830,55,760,13.81818182,3.1497999,101.6133355
1441,Rendah,PPD PETALING PERDANA,BBA8261,SK ALAM MEGAH (3),"NO. 2, JALAN TELOK PANGLIMA GARANG 28/1, SEKSYEN 2",40400,SHAH ALAM,SELANGOR,03-51915090,03-51915087,81,1232,15.20987654,0,0
1442,Rendah,PPD PETALING PERDANA,BBA8262,SK SEKSYEN 2 BANDAR KINRARA,JLN BK 3/8 BANDAR KINRARA,47180,PUCHONG,SELANGOR,0380769376,0380763120,56,1143,20.41071429,3.0512305,101.6366505
1443,Rendah,PPD PETALING UTAMA,BBA8263,SK TROPICANA,JALAN TROPICANA SELATAN,47410,PETALING JAYA,SELANGOR,0378036421,0378036423,32,382,11.9375,3.1295414,101.5990403
1444,Rendah,PPD PETALING PERDANA,BBA8264,SK BUKIT JELUTONG,"NO. 6, JALAN SERAMBI U8/21, SEKSYEN U8",40150,SHAH ALAM,SELANGOR,0378459457,0378459458,128,2520,19.6875,37.8821155,-85.7871663
1445,Rendah,PPD PETALING UTAMA,BBA8265,SK BANDAR SRI DAMANSARA 1,"SK BANDAR SRI DAMANSARA 1, PERSIARAN PERDANA, BANDAR SRI DAMANSARA",52200,KUALA LUMPUR,SELANGOR,0362740957,0362731471,66,1158,17.54545455,3.1919679,101.6167586
1446,Rendah,PPD PETALING PERDANA,BBA8266,SK DATO' ONN JAAFAR,"KOMPLEKS SEKOLAH WAWASAN, PERSIARAN KEWAJIPAN, USJ",47630,SUBANG JAYA,SELANGOR,0380242343,0380241760,41,776,18.92682927,5.4162684,100.3148412
1447,Rendah,PPD PETALING PERDANA,BBA8267,SK SEKSYEN 27(1),JALAN SELAYANG 27/27,40000,SHAH ALAM,SELANGOR,0351917614,0351917614,55,996,18.10909091,3.0192913,101.5622396
1448,Rendah,PPD PETALING PERDANA,BBA8268,SK SUBANG BESTARI,"JALAN NOVA U5/81, SUBANG BESTARI, BANDAR PINGGIRA",40150,SHAH ALAM,SELANGOR,0378457401,0378591495,155,2701,17.42580645,37.8821155,-85.7871663
1449,Rendah,PPD PETALING PERDANA,BBA8269,SK PUSAT BANDAR PUCHONG 2,JALAN PERSIARAN INDERA PUSAT BANDAR PUCHONG,47160,PUCHONG,SELANGOR,0358820711,0358820744,59,895,15.16949153,3.0395862,101.6168439
1450,Rendah,PPD PETALING UTAMA,BBA8270,SK SEKSYEN 9 KOTA DAMANSARA,JALAN RIMBA RIANG 9/1,47810,PETALING,SELANGOR,0361564252,0361564052,55,993,18.05454545,3.1760869,101.5804735
1451,Rendah,PPD PETALING UTAMA,BBA8271,SK DAMANSARA DAMAI 1,"NO. 2, JALAN PJU 10/1F DAMANSARA DAMAI",47830,PETALING JAYA,SELANGOR,0361564683,0361577274,104,1888,18.15384615,3.1957603,101.5937745
1452,Rendah,PPD PETALING PERDANA,BBA8272,SK SEKSYEN 7,JALAN PLUMBUM 7/100 SEKSYEN 7,40000,SHAH ALAM,SELANGOR,0355125531,0355125534,88,1513,17.19318182,3.0713843,101.4879059
1453,Rendah,PPD PETALING PERDANA,BBA8273,SK SEKSYEN 27 (2),"NO. 4, JALAN PAYA LEBAR 27/10",40400,SHAH ALAM,SELANGOR,0351916642,0351923723,55,968,17.6,3.0182162,101.5705966
1454,Rendah,PPD PETALING PERDANA,BBA8274,SK PUCHONG JAYA 2,JALAN TIONG,47170,PUCHONG,SELANGOR,0380767004,0380762460,42,545,12.97619048,3.0657812,101.623517
1455,Rendah,PPD PETALING PERDANA,BBA8275,SK TAMAN BUKIT SUBANG,SEKSYEN U16,40150,SHAH ALAM,SELANGOR,0378458409,0378483552,106,1601,15.10377358,3.1436763,101.5134398
1456,Rendah,PPD PETALING UTAMA,BBA8276,SEKOLAH KEBANGSAAN LEMBAH SUBANG,LEMBAH SUBANG,47301,PETALING JAYA,SELANGOR,03-79632329,03-78459554,54,905,16.75925926,3.1136631,101.5999816
1457,Rendah,PPD PETALING UTAMA,BBA8277,SK SEKSYEN 11 KOTA  DAMANSARA,"JALAN KENYALANG 11/2, KOTA DAMANSARA",47810,PETALING JAYA,SELANGOR,0361421454,0361421455,73,1241,17,3.1662073,101.5900227
1458,Rendah,PPD PETALING PERDANA,BBA8279,SK PUCHONG UTAMA 3,"JALAN PU 1, TAMAN PUCHONG UTAMA",47100,PUCHONG,SELANGOR,0380603204,0380603153,67,780,11.64179104,3.0025198,101.6126495
1459,Rendah,PPD PETALING PERDANA,BBA8280,SK TAMAN SUNGAI BESI INDAH,TAMAN SUNGAI BESI INDAH,43300,SERI KEMBANGAN,SELANGOR,0389410796,0389410758,71,1228,17.29577465,3.0295033,101.7253342
1460,Rendah,PPD PETALING PERDANA,BBA8281,SK KAMPUNG LINDUNGAN,JALAN PJS 10/11,46150,PETALING JAYA,SELANGOR,0356316826,0356316843,57,938,16.45614035,3.0756886,101.6067505
1461,Rendah,PPD PETALING PERDANA,BBA8282,SK JALAN U3,"JALAN SP 2/10, SUBANG PERDANA",40150,SHAH ALAM,SELANGOR,0378439364,0378439364,127,2034,16.01574803,0,0
1462,Rendah,PPD PETALING PERDANA,BBA8283,SK SETIA ALAM,"NO.2, JALAN SETIA IMPIAN U13/3T, SETIA ALAM",40170,SHAH ALAM,SELANGOR,0333422624,0333423104,73,1194,16.35616438,3.0963875,101.4528938
1463,Rendah,PPD PETALING PERDANA,BBA8284,SK TAMAN DESAMINIUM,"PERSIARAN DESAMINIUM 1, LESTARI PERDANA",43300,Seri Kembangan,SELANGOR,0389413905,0389415478,100,1809,18.09,0,0
1464,Rendah,PPD PETALING UTAMA,BBA8285,SK DAMANSARA DAMAI 2,"JALAN PJU 10/4C, DAMANSARA DAMAI",47830,PETALING JAYA,SELANGOR,0361402386,0361402492,58,944,16.27586207,3.1967526,101.5937864
1465,Rendah,PPD PETALING PERDANA,BBA8286,SEKOLAH KEBANGSAAN SAUJANA PUCHONG,"JALAN SP1/1, SEKSYEN 1, SAUJANA PUCHONG,",47110,PUCHONG,SELANGOR,0380601055,0380601026,48,755,15.72916667,0,0
1466,Rendah,PPD PETALING PERDANA,BBA8287,SEKOLAH KEBANGSAAN SUBANG BESTARI DUA,"NO. 1, JALAN NOVA U5/45",40150,SHAH ALAM,SELANGOR,0378324655,0378314704,51,968,18.98039216,3.1802488,101.5405462
1467,Rendah,PPD SEPANG,BBA9201,SK SUNGAI RAWANG,SUNGAI PELEK,43950,SUNGAI PELEK.,SELANGOR,0331411003,0331411003,48,679,14.14583333,2.6418246,101.7122817
1468,Rendah,PPD SEPANG,BBA9202,SK BKT BANGKONG,KG ORG ASLI BKT BANGKONG,43950,SUNGAI PELEK,SELANGOR,0331414276,0331414276,17,212,12.47058824,2.641609,101.71481
1469,Rendah,PPD SEPANG,BBA9203,SK SG PELEK,SG PELEK,43950,SUNGAI PELEK,SELANGOR,0331412758,0331412758,30,253,8.433333333,2.641609,101.71481
1470,Rendah,PPD SEPANG,BBA9204,SK SALAK,"JALAN BESAR SALAK, KAMPUNG SALAK TINGGI",43900,SEPANG,SELANGOR,0387061226,0387061226,57,844,14.80701754,2.7967807,101.7424184
1471,Rendah,PPD SEPANG,BBA9205,SK KG BAHARU LANJUT,KG BAHARU LANJUT,43900,SEPANG,SELANGOR,0387061900,TIADA,39,558,14.30769231,2.691369,101.7505271
