Bil,Peringkat Sekolah,PPD,Kod Sekolah,NamaSekolah,AlamatSurat,PoskodSurat,BandarSurat,Negeri,NoTelefon,NoFax,CountOfKPUtama,TOTAL_STUDENT,RATIO_STUDENT_RATIO,Lat,Lng
1221,Rendah,PPD HULU LANGAT,BBA4013,SK SUNGAI RAMAL DALAM,SK SUNGAI RAMAL DALAM,43000,KAJANG,SELANGOR,0389262932,0389262932,68,1080,15.88235294,2.9919972,101.7908387
1222,Rendah,PPD HULU LANGAT,BBA4014,SK TAMAN NIRWANA,"JALAN NIRWANA 13, TAMAN NIRWANA",68000,AMPANG,SELANGOR,0392849270,0392812059,98,1573,16.05102041,3.1427068,101.7527755
1223,Rendah,PPD HULU LANGAT,BBA4015,SK KAJANG,JALAN LOW TI KOK ,43000,KAJANG,SELANGOR,0387330179,0387330179,49,639,13.04081633,2.9947674,101.7906984
1224,Rendah,PPD HULU LANGAT,BBA4016,SK BERANANG,JALAN SEMENYIH,43700,BERANANG,SELANGOR,0387667226,0387667226,43,569,13.23255814,2.8695044,101.8702425
1225,Rendah,PPD HULU LANGAT,BBA4017,SK KG KUALA PAJAM,KAMPUNG BATU 2  KUALA PAJAM,43700,BERANANG,SELANGOR,0387660668,0387660080,17,154,9.058823529,2.868789,101.8702552
1226,Rendah,PPD HULU LANGAT,BBA4018,SK BANGI,JALAN AMAN 10,43000,KAJANG,SELANGOR,0389201515,0389202676,54,804,14.88888889,2.946704,101.7712765
1227,Rendah,PPD HULU LANGAT,BBA4019,SEKOLAH KEBANGSAAN KG CHERAS BAHARU,"JALAN 34B,KG.CHERAS BARU,",56100,CHERAS,SELANGOR,0342941801,0342941801,48,762,15.875,0,0
1228,Rendah,PPD HULU LANGAT,BBA4020,SK LEMBAH JAYA,"LEMBAH JAYA SELATAN,",68000,AMPANG,SELANGOR,0342916046,0342916056,78,1182,15.15384615,3.1378194,101.7856084
1229,Rendah,PPD HULU LANGAT,BBA4021,SK ULU SEMENYIH,"KM 40, JALAN SG. LALANG,",43500,SEMENYIH,SELANGOR,0387233233,0387233233,49,749,15.28571429,0,0
1230,Rendah,PPD HULU LANGAT,BBA4022,SK KG RINCING,KAMPUNG RINCHING,43700,BERANANG,SELANGOR,0387234597,0387234637,29,353,12.17241379,2.868789,101.8702552
1231,Rendah,PPD HULU LANGAT,BBA4023,SK RINCHING HILIR,"SK. RINCHING HILIR, BANGI",43000,KAJANG,SELANGOR,0389202975,0389202975,41,606,14.7804878,2.9198401,101.780868
1232,Rendah,PPD HULU LANGAT,BBA4024,SK AMPANG,"JALAN MERBAU, KG MELAYU AMPANG",68000,AMPANG,SELANGOR,0342564342,0342564342,81,1286,15.87654321,3.149099,101.7624521
1233,Rendah,PPD HULU LANGAT,BBA4025,SK BANDAR BARU BANGI,"JALAN 2/1, SEKSYEN 2,",43650,BANDAR BARU BANGI,SELANGOR,0389250033,0389250033,93,1537,16.52688172,2.946704,101.7712765
1234,Rendah,PPD HULU LANGAT,BBA4026,SK TAMAN TASIK,TAMAN TASIK TAMBAHAN,68000,AMPANG,SELANGOR,0342919397,0342919397,87,1474,16.94252874,3.126829,101.7723002
1235,Rendah,PPD HULU LANGAT,BBA4027,SK SUNGAI KANTAN,"JALAN PADANG TEMBAK, SUNGAI KANTAN",43000,Kajang,SELANGOR,0387368646,0387368646,72,751,10.43055556,0,0
1236,Rendah,PPD HULU LANGAT,BBA4028,SK TAMAN MUDA,TAMAN MUDA AMPANG,56100,KUALA LUMPUR,SELANGOR,0342921354,0342921354,64,1065,16.640625,3.119282,101.756795
1237,Rendah,PPD HULU LANGAT,BBA4029,SK TAMAN CUEPACS,"BATU 9,CHERAS",43200,CHERAS,SELANGOR,0390742131,0390742131,60,833,13.88333333,3.083094,101.7618221
1238,Rendah,PPD HULU LANGAT,BBA4030,SK TAMAN KOSAS,"JALAN KOSAS 3/9, TAMAN KOSAS",68000,AMPANG,SELANGOR,0342934089,0342934089,91,1563,17.17582418,3.1466768,101.7747321
1239,Rendah,PPD HULU LANGAT,BBA4031,SK TAMING JAYA,TAMAN TAMING JAYA,43300,SERI KEMBANGAN,SELANGOR,0389614553,0389614013,133,2303,17.31578947,3.024866,101.74153
1240,Rendah,PPD HULU LANGAT,BBA4032,SK JALAN 3,"JALAN 3/4, SEKSYEN 3",43650,BANDAR BARU BANGI,SELANGOR,0389254875,0389257624,115,1756,15.26956522,0,0
1241,Rendah,PPD HULU LANGAT,BBA4033,SK PANDAN INDAH,"JALAN PANDAN ILMU, PANDAN INDAH",55100,KUALA LUMPUR,SELANGOR,0342953735,0342953835,95,1571,16.53684211,3.125175,101.750982
1242,Rendah,PPD HULU LANGAT,BBA4034,SK BANDAR TUN HUSSEIN ONN,"JALAN SUASANA,BANDAR TUN HUSSEIN ONN",43200,CHERAS,SELANGOR,0390763548,0390804800,133,2008,15.09774436,3.0539844,101.7618036
1243,Rendah,PPD HULU LANGAT,BBA4035,SK PANDAN JAYA,TAMAN PANDAN JAYA,55100,KUALA LUMPUR,SELANGOR,0392838210,0392838019,44,679,15.43181818,3.13536,101.74014
1244,Rendah,PPD HULU LANGAT,BBA4036,SK SAUJANA IMPIAN,"PERSIARAN IMPIAN PERDANA , SAUJANA IMPIAN",43000,KAJANG,SELANGOR,0387343931,0387343931,68,1167,17.16176471,3.0145434,101.7928928
1245,Rendah,PPD HULU LANGAT,BBA4037,SK KAJANG UTAMA,"JALAN BESAR,TAMAN KAJANG UTAMA",43000,Kajang,SELANGOR,0387349678,0387349678,91,1492,16.3956044,2.9924191,101.78778
1246,Rendah,PPD HULU LANGAT,BBA4038,SK TAMAN RAKAN,JALAN BANDAR SUNGAI LONG,43000,KAJANG,SELANGOR,0387377186,0387342940,97,1350,13.91752577,2.9919972,101.7908387
1247,Rendah,PPD HULU LANGAT,BBA4039,SK SRI JELOK,JLN 6 TMN SRI JELOK,43000,KAJANG,SELANGOR,0387376172,0387376172,60,863,14.38333333,2.9919972,101.7908387
1248,Rendah,PPD HULU LANGAT,BBA4040,SK CHERAS INDAH,"JALAN MELATI 4, TAMAN MAJU JAYA, AMPANG,",56100,KUALA LUMPUR,SELANGOR,0392836300,0392836300,51,410,8.039215686,3.1441724,101.7161912
1249,Rendah,PPD HULU LANGAT,BBA4041,SK BUKIT RAYA,"BT 10, JALAN HULU LANGAT",43200,CHERAS,SELANGOR,0390757527,0390757527,54,640,11.85185185,3.0589203,101.7676502
1250,Rendah,PPD HULU LANGAT,BBA4042,SK TASEK PERMAI,JALAN PERMAI 24A KG TASEK PERMAI,68000,AMPANG,SELANGOR,0342949585,0342949585,38,405,10.65789474,3.149099,101.7624521
1251,Rendah,PPD HULU LANGAT,BBA4043,SK DESA BAIDURI,"PERSIARAN BAIDURI, TAMAN DESA BAIDURI",56000,CHERAS,SELANGOR,0391003792,0391003791,91,1396,15.34065934,0,0
1252,Rendah,PPD HULU LANGAT,BBA4044,SK TAMAN JASMIN,"JALAN JASMIN 2, TAMAN JASMIN",43000,KAJANG,SELANGOR,0387399142,0387399142,103,1587,15.40776699,2.9822954,101.8134716
1253,Rendah,PPD HULU LANGAT,BBA4045,SK JALAN EMPAT,"JALAN 4/8, BANDAR BARU BANGI",43650,BANDAR BARU BANGI,SELANGOR,0389256971,0389256975,120,2285,19.04166667,2.963937,101.7549929
1254,Rendah,PPD HULU LANGAT,BBA4046,SK KANTAN PERMAI,"PERSIARAN TKP, TAMAN KANTAN PERMAI",43000,KAJANG,SELANGOR,0387391872,0387391871,97,1706,17.58762887,3.018967,101.806679
1255,Rendah,PPD HULU LANGAT,BBA4047,SK SEKSYEN 7,"JALAN 7/3, SEKSYEN 7",43650,BANDAR BARU BANGI,SELANGOR,0389222707,0389222717,149,2707,18.16778523,0,0
1256,Rendah,PPD HULU LANGAT,BBA4048,SK PANDAN PERDANA,JALAN PERDANA 3/1 PANDAN PERDANA,55300,KUALA LUMPUR,SELANGOR,0392821446,0392821439,30,290,9.666666667,3.115714,101.74164
1257,Rendah,PPD HULU LANGAT,BBA4049,SK SAUJANA IMPIAN (2),"PERSIARAN IMPIAN PERDANA, SAUJANA IMPIAN",43000,KAJANG,SELANGOR,0387339008,0387349017,70,1180,16.85714286,3.015674,101.7928008
1258,Rendah,PPD HULU LANGAT,BBA4050,SK CHERAS JAYA,"JALAN CJ 15, TAMAN CHERAS JAYA, BALAKONG,",43200,CHERAS,SELANGOR,0390754929,0390743237,74,1290,17.43243243,0,0
1259,Rendah,PPD HULU LANGAT,BBA4051,SK BANDAR TASIK KESUMA,"JALAN KESUMA 7/1,BANDAR TASIK KESUMA",43700,BERANANG,SELANGOR,0387668281,0387660763,120,2207,18.39166667,2.8982501,101.8728404
1260,Rendah,PPD HULU LANGAT,BBA4052,SK BANDAR RINCHING,"JALAN 1/1, BANDAR RINCHING",43500,SEMENYIH,SELANGOR,0387247725,0387246712,141,2279,16.16312057,2.9322022,101.8557158
1261,Rendah,PPD HULU LANGAT,BBA4053,SK BANDAR TEKNOLOGI,"JALAN 3/12, SEKSYEN 3, BANDAR TEKNOLOGI KAJANG",43500,SEMENYIH,SELANGOR,0387248380,0387248907,91,1605,17.63736264,0,0
1262,Rendah,PPD HULU LANGAT,BBA4054,SK DUSUN NANDING,"KM 17, JALAN HULU LANGAT",43100,HULU LANGAT,SELANGOR,0390765243,0390755143,43,720,16.74418605,3.0949068,101.7970617
1263,Rendah,PPD HULU LANGAT,BBA4055,SK BANDAR TUN HUSSEIN ONN 2,"JALAN SUADAMAI, BANDAR TUN HUSSEIN ONN",43200,CHERAS,SELANGOR,0390757952,0390756952,125,2179,17.432,3.0477215,101.7571836
1264,Rendah,PPD HULU LANGAT,BBA4056,SK TAMAN BUKIT TERATAI,"JALAN TERATAI 1/2H , TAMAN BUKIT TERATAI",56100,AMPANG,SELANGOR,0342974067,0342973894,47,737,15.68085106,3.1246868,101.7629337
1265,Rendah,PPD HULU LANGAT,BBA4057,SK TAMAN PUTERI,"BATU 9, JALAN HULU LANGAT",43200,CHERAS,SELANGOR,0390763914,0390763914,27,360,13.33333333,3.027088,101.7618239
1266,Rendah,PPD HULU LANGAT,BBA4058,SK BANDAR SERI PUTRA,SK BANDAR SERI PUTRA ,43000,KAJANG,SELANGOR,0389259717,0389259854,146,2428,16.63013699,2.887305,101.780217
1267,Rendah,PPD HULU LANGAT,BBA4060,SEKOLAH KEBANGSAAN BANDAR BUKIT MAHKOTA,"JALAN BM 5/12, SEKSYEN 5, BANDAR BUKIT MAHKOTA, BANGI",43000,KAJANG,SELANGOR,0389125420,0389123850,52,905,17.40384615,0,0
1268,Rendah,PPD HULU LANGAT,BBA4061,SEKOLAH KEBANGSAAN BANDAR SUNWAY SEMENYIH,BANDAR SUNWAY SEMENYIH,43500,SEMENYIH,SELANGOR,0192827048,,#N/A,#N/A,#N/A,2.971918,101.8426651
1269,Rendah,PPD HULU SELANGOR,BBA5002,SK BATANG KALI,JALAN ULU YAM BHARU,44300,BATANG KALI,SELANGOR,0360572157,0360572157,60,906,15.1,3.4684,101.6393501
1270,Rendah,PPD HULU SELANGOR,BBA5003,SK RASA,"SEKOLA KEBANGSAAN RASA, KAMPUNG SEKOLAH",44200,RASA,SELANGOR,0360572052,0360572052,41,531,12.95121951,0,0
1271,Rendah,PPD HULU SELANGOR,BBA5004,SK SG CHOH,KAMPUNG SUNGAI CHOH,48000,RAWANG,SELANGOR,0360918661,0360918661,36,491,13.63888889,3.3605216,101.5361726
1272,Rendah,PPD HULU SELANGOR,BBA5005,SK SG SELISEK,KAMPUNG SUNGAI SELISEK,44020,KUALA KUBU BHARU,SELANGOR,054543358,054543358,18,213,11.83333333,3.6498031,101.4112049
1273,Rendah,PPD HULU SELANGOR,BBA5006,SK ULU YAM BHARU,JALAN ULU YAM BATANG KALI,44300,BATANG KALI,SELANGOR,0360752978,0360752979,54,876,16.22222222,3.4686111,101.6377778
1274,Rendah,PPD HULU SELANGOR,BBA5007,SK ULU YAM LAMA,KG. ULU YAM LAMA,44300,BATANG KALI,SELANGOR,0360752117,0360752117,17,121,7.117647059,3.4684,101.6393501
1275,Rendah,PPD HULU SELANGOR,BBA5008,SK HULU BERNAM,"KAMPUNG BARU 'B', HULU BERNAM, HULU SELANGOR",35900,TG. MALIM,SELANGOR,054596787,054596787,51,524,10.2745098,0,0
1276,Rendah,PPD HULU SELANGOR,BBA5009,SK KUALA KUBU BHARU,"JALAN SEKOLAH,",44000,KUALA KUBU BHARU,SELANGOR,0360641482,0360641482,40,246,6.15,3.560932,101.658546
1277,Rendah,PPD HULU SELANGOR,BBA5010,SK KERLING,KAMPUNG KERLING,44100,KERLING,SELANGOR,0360482032,0360482032,22,204,9.272727273,3.59379,101.6029372
1278,Rendah,PPD HULU SELANGOR,BBA5011,SK KALUMPANG,KAMPUNG KALUMPANG,44100,KERLING,SELANGOR,0360491866,0360491866,47,651,13.85106383,3.638709,101.5729639
1279,Rendah,PPD HULU SELANGOR,BBA5012,SK KG KUANTAN,KAMPUNG KUANTAN,44300,BATANG KALI,SELANGOR,60360571848,60360571848,20,215,10.75,3.468003,101.6774471
1280,Rendah,PPD HULU SELANGOR,BBA5013,SK GEDANGSA,FELDA GEDANGSA,44020,KUALA KUBU BHARU,SELANGOR,0360463616,0360463616,32,281,8.78125,3.735583,101.382296
1281,Rendah,PPD HULU SELANGOR,BBA5014,SK SUNGAI BUAYA,KG SUNGAI BUAYA,48010,RAWANG,SELANGOR,0360282010,0360282010,32,443,13.84375,3.320482,101.5759238
1282,Rendah,PPD HULU SELANGOR,BBA5015,SK KAMPUNG SOEHARTO,KG SOEHARTO,44010,KUALA KUBU BHARU,SELANGOR,0360461059,0360461059,36,378,10.5,3.560932,101.658546
1283,Rendah,PPD HULU SELANGOR,BBA5016,SK TUN ABDUL RAZAK,JALAN PADANG GOLF,44000,"KUALA KUBU BHARU,",SELANGOR,0360641776,0360641776,21,216,10.28571429,3.571192,101.649499
1284,Rendah,PPD HULU SELANGOR,BBA5018,SK GESIR TENGAH,KG GESIR TENGAH,44020,KUALA KUBU BHARU,SELANGOR,054543326,054543326,19,191,10.05263158,3.6498031,101.4112049
1285,Rendah,PPD HULU SELANGOR,BBA5020,SK SG TENGI,,44010,KUALA KUBU BHARU,SELANGOR,0360421060,0360421060,35,371,10.6,3.560932,101.658546
1286,Rendah,PPD HULU SELANGOR,BBA5021,SK SRI KELEDANG,"SKC BERNAM,HULU SELANGOR",35800,SLIM RIVER,SELANGOR,0162650448,TIADA,20,113,5.65,3.830025,101.4046448
1287,Rendah,PPD HULU SELANGOR,BBA5022,SK SERENDAH,"KAMPUNG SRI SERENDAH,",48200,SERENDAH,SELANGOR,0360812889,0360811069,93,1389,14.93548387,3.372139,101.6125751
1288,Rendah,PPD HULU SELANGOR,BBA5023,SK BUKIT BERUNTUNG,JALAN MELATI BUKIT BERUNTUNG,48300,RAWANG,SELANGOR,0360284424,0360284425,93,1409,15.15053763,3.4045334,101.5543596
1289,Rendah,PPD HULU SELANGOR,BBA5024,SK AMPANG PECAH,"LOT 1817, JALAN HAMZAH",44000,KUALA KUBU BHARU,SELANGOR,0360645439,0360645439,49,524,10.69387755,3.560932,101.658546
1290,Rendah,PPD HULU SELANGOR,BBA5025,SK BANDAR BARU BATANG KALI,"SEKSYEN 3, BANDAR UTAMA",44300,BATANG KALI,SELANGOR,0360573855,0360573513,98,1534,15.65306122,0,0
1291,Rendah,PPD HULU SELANGOR,BBA5026,SK BANDAR SUNGAI BUAYA,BANDAR SUNGAI BUAYA,48010,RAWANG,SELANGOR,0360284358,0360284093,77,1092,14.18181818,3.320482,101.5759238
1292,Rendah,PPD HULU SELANGOR,BBA5027,SK SERI FAJAR,FELDA SUNGAI TENGI SELATAN,44010,KUALA KUBU BHARU,SELANGOR,0360422318,0360422318,17,95,5.588235294,3.560932,101.658546
1293,Rendah,PPD HULU SELANGOR,BBA5028,SK TAMAN BUNGA RAYA (1),"JLN BUNGA RAYA, TMN.BUNGA RAYA, BKT. BERUNTUNG",48300,RAWANG,SELANGOR,0360215067,0360215067,106,1638,15.45283019,0,0
1294,Rendah,PPD HULU SELANGOR,BBA5029,SK LEMBAH BERINGIN,LEMBAH BERINGIN,44100,KUALA KUBU BHARU,SELANGOR,0360471526,TIADA,19,137,7.210526316,3.608267,101.5475409
1295,Rendah,PPD HULU SELANGOR,BBA5030,SK BUKIT SENTOSA,"JALAN BUKIT SENTOSA 7,BUKIT SENTOSA,",48300,RAWANG,SELANGOR,0360217829,0360217929,126,2169,17.21428571,3.404721,101.571099
1296,Rendah,PPD HULU SELANGOR,BBA5031,SK ANTARA GAPI,"JALAN GAPI 1A, ANTARA GAPI",48200,SERENDAH,SELANGOR,0360812655,0360812835,42,615,14.64285714,3.421143,101.6271569
1297,Rendah,PPD HULU SELANGOR,BBA5032,SK BUKIT BERUNTUNG 2,"LINGKARAN SEROJA ,SEKSYEN BB7",48300,RAWANG,SELANGOR,0360211675,0360211679,79,1291,16.34177215,0,0
1298,Rendah,PPD HULU SELANGOR,BBA5033,SK TAMAN BUNGA RAYA 2,PERSIARAN BUNGA RAYA,48300,RAWANG,SELANGOR,0360212029,0360212124,84,1327,15.79761905,3.4387271,101.5460969
1299,Rendah,PPD SABAK BERNAM,BBA6001,SK SERI MAKMUR,JALAN PARIT 1 BARAT,45300,SUNGAI BESAR,SELANGOR,0332242224,0332242224,98,1212,12.36734694,3.689253,100.981892
1300,Rendah,PPD SABAK BERNAM,BBA6002,SK SG HJ DORANI,PEKAN SG HJ DORANI,45300,SUNGAI BESAR,SELANGOR,0332243967,0332243967,34,351,10.32352941,3.675398,100.9857899
1301,Rendah,PPD SABAK BERNAM,BBA6003,SK SIMPANG LIMA,SIMPANG LIMA,45300,SUNGAI BESAR,SELANGOR,0332243342,0332241249,41,515,12.56097561,3.619105,101.0558311
1302,Rendah,PPD SABAK BERNAM,BBA6004,SK PANCHANG PEDENA,JALAN LAMA KUALA SELANGOR,45300,SUNGAI BESAR,SELANGOR,0332241576,0332241576,22,207,9.409090909,3.6370964,101.0251843
1303,Rendah,PPD SABAK BERNAM,BBA6005,SK SG LIMAU,KAMPUNG SUNGAI LIMAU,45300,SUNGAI BESAR,SELANGOR,0332243320,0332243320,33,433,13.12121212,3.655518,101.0103509
1304,Rendah,PPD SABAK BERNAM,BBA6006,SK PARIT 4,PARIT 4 JALAN PEKAN SELASA SUNGAI HAJI DORANI,45300,SUNGAI BESAR,SELANGOR,0332246206,0332246206,20,177,8.85,3.675398,100.9857899
1305,Rendah,PPD SABAK BERNAM,BBA6007,SK PARIT 6,PARIT 6 BARAT,45300,SUNGAI BESAR,SELANGOR,0332243953,0332243953,34,389,11.44117647,3.7176676,100.9958981
1306,Rendah,PPD SABAK BERNAM,BBA6008,SK SERI BAHAGIA,PARIT 9,45300,SUNGAI BESAR,SELANGOR,0332242453,0332242453,33,366,11.09090909,3.675398,100.9857899
1307,Rendah,PPD SABAK BERNAM,BBA6009,SK TOK KHALIFAH,JALAN SUNGAI PANJANG,45300,SUNGAI BESAR,SELANGOR,0332162848,0332162848,31,327,10.5483871,3.7251729,101.0705311
1308,Rendah,PPD SABAK BERNAM,BBA6010,SK BAGAN TERAP,KAMPUNG BAGAN TERAP,45300,SUNGAI BESAR,SELANGOR,0332165143,0332165143,31,282,9.096774194,3.725615,101.080831
1309,Rendah,PPD SABAK BERNAM,BBA6011,SK PARIT 13,JALAN PARIT 13 BAN 2 SUNGAI NIBONG,45400,SEKINCHAN,SELANGOR,0332246916,0332246916,17,121,7.117647059,3.597181,101.064532
1310,Rendah,PPD SABAK BERNAM,BBA6012,SK LOBOK PUSING,"JLN MASJID, KG LUBOK PUSING",45300,SUNGAI BESAR,SELANGOR,0332164810,0332164810,14,72,5.142857143,0,0
1311,Rendah,PPD SABAK BERNAM,BBA6013,SK DOKTOR ABDUL LATIFF,JALAN RAJA CHULAN,45200,SABAK BERNAM,SELANGOR,0332161213,0332165244,46,578,12.56521739,3.7703992,100.9854913
1312,Rendah,PPD SABAK BERNAM,BBA6014,SK BATU 38,KAMPUNG BATU 38,45200,SABAK BERNAM,SELANGOR,0332161219,0332161219,52,551,10.59615385,3.7758405,100.9128995
1313,Rendah,PPD SABAK BERNAM,BBA6015,SK KG BAHARU,"JALAN HAJI SAIE,KAMPUNG BAHARU",45200,SABAK BERNAM,SELANGOR,0332162033,0332162033,15,76,5.066666667,3.77969,100.9566259
1314,Rendah,PPD SABAK BERNAM,BBA6016,SK TUN DOKTOR ISMAIL,TEBUK PULAI,45200,SABAK BERNAM,SELANGOR,60332162379,60332162379,26,237,9.115384615,3.7758405,100.9128995
1315,Rendah,PPD SABAK BERNAM,BBA6017,SK SEKENDI,"KM 7,JALAN SEKENDI,",45200,SABAK BERNAM,SELANGOR,0332163468,0332163468,21,193,9.19047619,0,0
1316,Rendah,PPD SABAK BERNAM,BBA6018,SK SIMPANG 4 BNO,"SIMPANG 4, BAGAN NAKHODA OMAR,",45200,SABAK BERNAM,SELANGOR,0332136161,0332136161,20,186,9.3,3.769235,100.891913
1317,Rendah,PPD SABAK BERNAM,BBA6019,SK PARIT BAHARU,"JALAN BESAR, KAMPUNG PARIT BAHARU",45100,SUNGAI AIR TAWAR,SELANGOR,0332136971,0332138118,30,299,9.966666667,0,0
1318,Rendah,PPD SABAK BERNAM,BBA6020,SK SUNGAI TENGAR,KG SG TENGAR,45100,SG AIR TAWAR,SELANGOR,0332138350,0332138350,18,174,9.666666667,0,0
1319,Rendah,PPD SABAK BERNAM,BBA6021,SK SERI MAWAR,JALAN SEKOLAH,45100,SUNGAI AIR TAWAR,SELANGOR,60332138035,60332138035,25,234,9.36,3.775584,100.8820721
1320,Rendah,PPD SABAK BERNAM,BBA6022,SK TEBOK JAWA,"JALAN TEBOK JAWA, KG. TEBOK JAWA",45200,SABAK BERNAM,SELANGOR,0332163144,0332163144,20,139,6.95,0,0
1321,Rendah,PPD SABAK BERNAM,BBA6023,SK SAPINTAS,"BATU 4, KG SAPINTAS",45200,SABAK BERNAM,SELANGOR,0332164648,0332164648,19,193,10.15789474,0,0
1322,Rendah,PPD SABAK BERNAM,BBA6024,SK KAMPONG BANTING,JLN MASJID KG BANTING,45200,SABAK BERNAM,SELANGOR,0332162085,0332162085,24,175,7.291666667,3.7758405,100.9128995
1323,Rendah,PPD SABAK BERNAM,BBA6025,SK TANJONG JAWA,JALAN DUNGUN,45200,SABAK BERNAM,SELANGOR,60332161482,TIADA,13,18,1.384615385,3.7758405,100.9128995
1324,Rendah,PPD SABAK BERNAM,BBA6026,SK TELUK RU,JALAN PARIT BARU,45200,SABAK BERNAM,SELANGOR,0332138168,0332138168,26,120,4.615384615,3.786296,100.8635168
1325,Rendah,PPD SABAK BERNAM,BBA6027,SK SERI CEMPAKA,SG APONG,45100,SG. AIR TAWAR,SELANGOR,0332137011,0332137011,16,119,7.4375,0,0
1326,Rendah,PPD SABAK BERNAM,BBA6028,SK SG LEMAN,TALI AIR 7,45400,SEKINCHAN,SELANGOR,0332412980,0332412980,46,419,9.108695652,3.506205,101.105987
1327,Rendah,PPD SABAK BERNAM,BBA6029,SK PARIT 9,JALAN PARIT 9,45400,SEKINCHAN,SELANGOR,0332412028,0332412028,32,275,8.59375,3.5612378,101.0998732
1328,Rendah,PPD SABAK BERNAM,BBA6030,SK PASIR PANJANG,PASIR PANJANG,45400,SEKINCHAN,SELANGOR,0332410582,0332410582,38,434,11.42105263,3.563632,101.076889
1329,Rendah,PPD SABAK BERNAM,BBA6031,SK SUNGAI NIBONG,JALAN PARIT 12,45400,SEKINCHAN,SELANGOR,60332411189,60332411189,27,290,10.74074074,3.6054079,101.0868842
1330,Rendah,PPD SABAK BERNAM,BBA6032,SK BINJAI JAYA,PARIT 16  SUNGAI PANJANG,45300,SUNGAI BESAR,SELANGOR,60332162208,60332161801,45,482,10.71111111,3.720838,101.1198859
1331,Rendah,PPD GOMBAK,BBA7101,SK SELAYANG BARU (2),"JALAN 42, SELAYANG BARU",68100,BATU CAVES,SELANGOR,0361386333,0361362333,66,1014,15.36363636,3.2633463,101.6551928
1332,Rendah,PPD GOMBAK,BBA7102,SK (2) TAMAN SELAYANG,JALAN SG TUA,68100,BATU CAVES,SELANGOR,0361882337,0361850849,67,1023,15.26865672,3.236516,101.6816512
1333,Rendah,PPD GOMBAK,BBA7103,SK (2) TAMAN KERAMAT,JALAN ENGGANG TIMUR 1,54200,KUALA LUMPUR,SELANGOR,0342573546,0342568867,34,470,13.82352941,3.1693058,101.741966
1334,Rendah,PPD GOMBAK,BBA7201,SK HULU KELANG,JALAN HULU KELANG,68000,AMPANG,SELANGOR,0341078662,0341078662,47,781,16.61702128,3.149099,101.7624521
1335,Rendah,PPD GOMBAK,BBA7202,SK KLANG GATE,JALAN GENTING KLANG,53100,KUALA LUMPUR,SELANGOR,0341084646,0341078125,29,296,10.20689655,3.139003,101.686855
1336,Rendah,PPD GOMBAK,BBA7203,SK GOMBAK SETIA,PEJABAT POS GOMBAK,53100,KUALA LUMPUR,SELANGOR,0361897851,0361896167,86,1368,15.90697674,3.139003,101.686855
1337,Rendah,PPD GOMBAK,BBA7204,SK GOMBAK UTARA,"KM11, JALAN GOMBAK",53100,KUALA LUMPUR,SELANGOR,0361893546,0361893546,63,1011,16.04761905,3.2343736,101.7142424
1338,Rendah,PPD GOMBAK,BBA7205,SK SG TUA BAHARU,"JALAN MELATI, KG SG TUA BAHARU",68100,BATU CAVES,SELANGOR,0361897052,0361874468,101,1863,18.44554455,0,0
1339,Rendah,PPD GOMBAK,BBA7206,SK KEPONG,INSTITUT PENYELIDIKAN PERHUTANAN MALAYSIA,52100,KUALA LUMPUR,SELANGOR,0362756264,0362773045,35,391,11.17142857,3.2162129,101.6328435
1340,Rendah,PPD GOMBAK,BBA7207,SK RAWANG,JALAN KUALA GARING,48000,RAWANG,SELANGOR,0360918453,0360918453,39,387,9.923076923,3.326679,101.56125
1341,Rendah,PPD GOMBAK,BBA7208,SK KUANG,"KM 28, JALAN KUANG",48050,RAWANG,SELANGOR,0360383780,0360382199,89,1315,14.7752809,3.258793,101.5546471
1342,Rendah,PPD GOMBAK,BBA7209,SK SG SERAI,KUANG,48050,RAWANG,SELANGOR,0360371259,0360371259,37,394,10.64864865,3.258793,101.5546471
1343,Rendah,PPD GOMBAK,BBA7210,SK SG PELONG,SUNGAI PELONG,47000,SUNGAI BULOH,SELANGOR,0360383576,0360384734,107,1880,17.57009346,3.22677,101.5344659
1344,Rendah,PPD GOMBAK,BBA7211,SK TAMAN KERAMAT (1),JALAN ENGGANG TIMUR 1,54200,KUALA LUMPUR,SELANGOR,0342561317,0342515921,41,515,12.56097561,3.1690306,101.7412835
1345,Rendah,PPD GOMBAK,BBA7212,SK SG BULUH,SK SUNGAI BULOH,47000,SUNGAI BULOH,SELANGOR,0361561669,0361571926,105,1277,12.16190476,3.2061111,101.5797222
1346,Rendah,PPD GOMBAK,BBA7213,SK TAMAN EHSAN,"JALAN  25 ,  DESA  JAYA",52100,KUALA  LUMPUR,SELANGOR,0362762768,0362774121,59,716,12.13559322,3.139003,101.686855
1347,Rendah,PPD GOMBAK,BBA7214,SK TAMAN MELAWATI,"JALAN F-13, TAMAN MELAWATI",53100,KUALA LUMPUR,SELANGOR,0341078763,0341055169,85,1494,17.57647059,3.209652,101.7518389
1348,Rendah,PPD GOMBAK,BBA7215,SK (1) TAMAN SELAYANG,JALAN SUNGAI TUA,68100,BATU CAVES,SELANGOR,0361898813,0361898813,70,956,13.65714286,3.2522731,101.6753641
1349,Rendah,PPD GOMBAK,BBA7216,SK TAMAN SERI GOMBAK,"JALAN SG 1/1, TAMAN SERI GOMBAK",68100,BATU CAVES,SELANGOR,0361894886,0361894886,132,2091,15.84090909,3.2430477,101.6992936
